name,surname,forename,orcid,wikidata
"Spence, Paul",,,0000-0001-9236-2727,
"Sperberg-McQueen, C. Michael",,,,
"Spiegel, Simon",,,,
"Spiekermann, Christian",,,,
"Spielberg, Marina",,,,
"Spielberg, Marina",,,,
"Sporleder, Caroline",,,0000-0002-5912-7028,
"Sporleder, Caroline",,,,
"Sporleder, Caroline",,,,
"Sporleder, Caroline",,,,
"Springmann, Uwe",,,,
"Springmann, Uwe",,,,
"Springstein, Matthias",,,0000-0002-6509-8534,
"Springstein, Matthias",,,,
"Stäcker, Thomas",,,0000-0002-1509-6960,
"Stäcker, Thomas",,,0000-0002-1509-6960,
"Stäcker, Thomas",,,,
"Stäcker, Thomas",,,,
"Stäcker, Thomas",,,,
"Stadler, Peter",,,0000-0002-2544-1481,
"Stadler, Peter",,,,
"Stadler, Peter",,,,
"Stadler, Peter",,,,
"Stadler, Peter",,,,
"Städtler, Domenic",,,0000-0001-7118-3295,
"Staecker, Thomas",,,,
"Stahn, Lena-Luise",,,0000-0003-1298-5145,
"Stahn, Lena-Luise",,,0000-0003-1298-5145,
"Stallmann, Marco",,,0000-0002-2402-3173,
"Stalter, Julian",,,0000-0003-1149-1688,
"Stampfer, Ursula",,,0000-0002-3308-7048,
"Standl, Bernhard",,,0000-0002-8849-2980,
"Stange, Jan-Erik",,,,
"Stange, Jan-Erik",,,,
"Stanicka-Brzezicka, Ksenia",,,0000-0003-2390-8903,
"Stanicka-Brzezicka, Ksenia",,,,
"Stanicka-Brzezicka, Ksenia",,,,
"Štanzel, Arnošt",,,0000-0002-4686-8185,
"Štanzel, Arnošt",,,,
"Stede, Manfred",,,,
"Stefan, Schulte",,,,
"Steffes, Moritz",,,0000-0002-4355-3209,
"Steffes, Moritz",,,0000-0002-4355-3209,
"Stegmeier, Jörn",,,,
"Stehfest, Robert Gramsch",,,0000-0001-5939-5981,
"Stein, Achim",,,,
"Stein, Christian",,,,
"Stein, Regine",,,0000-0003-3406-5104,
"Steindl, Christoph",,,0000-0002-3651-8114,
"Steindl, Christoph",,,0000-0002-3651-8114,
"Steindl, Christoph",,,0000-0002-3651-8114,
"Steiner, Christian",,,,
"Steiner, Christian",,,,
"Steiner, Christian",,,,
"Steiner, Christian",,,,
"Steiner, Elisabeth",,,,
"Steiner, Elisabeth",,,,
"Steiner, Elisabeth",,,,
"Steiner, Elisabeth",,,,
"Steiner, Elisabeth",,,,
"Steiner, Petra",,,0000-0001-8997-2620,
"Steinicke, Frank",,,,
"Steinmann, Lena",,,0000-0001-5443-0581,
"Steller, Heike",,,,
"Steller, Jonatan",,,,
"Stellmacher, Martha",,,0000-0001-5655-0130,
"Steyer, Timo",,,0000-0003-0218-2269,
"Steyer, Timo",,,0000-0003-0218-2269,
"Steyer, Timo",,,0000-0003-0218-2269,
"Steyer, Timo",,,0000-0003-0218-2269,
"Steyer, Timo",,,0000-0003-0218-2269,
"Steyer, Timo",,,0000-0003-0218-2269,
"Steyer, Timo",,,,
"Steyer, Timo",,,,
"Steyer, Timo",,,,
"Steyer, Timo",,,,
"Steyer, Timo",,,,
"Steyer, Timo",,,,
"Steyer, Timo",,,,
"Steyer, Timo",,,,
"Steyer, Timo",,,,
"Steyer, Timo",,,,
"Steyer, Timo",,,,
"Stiemer, Haimo",,,0000-0002-4407-2415,
"Stiemer, Haimo",,,0000-0002-4407-2415,
"Stiemer, Haimo",,,,
"Stigler, Hubert",,,,
"Still, Sebastian",,,,
"Still, Sebastian",,,,
"Stiller, Juliane",,,,
"Stiller, Juliane",,,,
"Stiller, Juliane",,,,
"Stiller, Juliane",,,,
"Stog, Kristina",,,,
"Stöger, Alexander",,,,
"Störiko, Johanna",,,0009-0009-3853-4757,
"Störiko, Johanna",,,,
"Stotz, Sophia",,,,
"Stotzka, Rainer",,,,
"Stratil, Jasper",,,0000-0001-9091-8410,
"Strauß, Tobias",,,,
"Strecker, Bernhard",,,,
"Strehl, Tino",,,,
"Streiter, Oliver",,,,
"Strobel, Jochen",,,0000-0002-0511-4440,
"Strobel, Jochen",,,0000-0002-0511-4440,
"Strobel, Jochen",,,,
"Ströbel, Philip",,,,
"Ströbel, Phillip",,,,
"Ströbel, Phillip Benjamin",,,0000-0003-2063-5495,
"Ströbel, Phillip Benjamin",,,0000-0003-2063-5495,
"Strobl, Maren",,,,
"Strötgen, Jannik",,,,
"Strötgen, Jannik",,,,
"Strötgen, Jannik",,,,
"Strothotte, Adrian",,,,
"Strutz, Sabrina",,,,
"Stuber, Martin",,,,
"Sturm, Katrin",,,0009-0007-1756-9526,
"Suarez Cronauer, Elena",,,0000-0002-2008-4139,
"Suárez Cronauer, Elena",,,0000-0002-2008-4139,
"Sulzbacher, Ben",,,,
"Sulzhytski, Ilya",,,,
"Süsstrunk, Sabine",,,,
"Sutor, Nadine",,,0000-0003-0577-4470,
"Švitek, Mihael",,,,
"Tabti, Samira",,,,
"Tabti, Samira",,,,
"Tadge, Jennifer",,,,
"Tasovac, Toma",,,,
"Tech, Maike",,,,
"Teich, Elke",,,,
"Testori, Marinella",,,0000-0001-5466-3262,
"Teufel, Simone",,,,
"Theisen, Christian",,,,
"Theisen, Christian",,,,
"Thelen, Julius",,,,
"Therón, Roberto",,,,
"Thiele, Sebastian",,,,
"Thielert, Frauke",,,,
"Thiering, Martin",,,,
"Thiering, Martin",,,,
"Thiery, Florian",,,0000-0002-3246-3531,
"Thiery, Florian",,,,
"Thoden, Klaus",,,0000-0003-0434-3951,
"Thoden, Klaus",,,,
"Thoden, Klaus",,,,
"Thoden, Klaus",,,,
"Thoden, Klaus",,,,
"Thoden, Klaus",,,,
"Thomas, Christian",,,0000-0002-1761-0222,
"Thomas, Christian",,,,
"Thomas, Christian",,,,
"Thomas, Christian",,,,
"Thomas, Clement",,,,
"Thorsten, Vitt",,,,
"Thoß, Alexander",,,,
"Thran, Niklas",,,,
"Tiberius, Carole",,,,
"Tiefenbacher, Sara",,,,
"Tiepmar, Jochen",,,,
"Tietz, Tabea",,,,
"Tischlik, Joshua",,,,
"Tögel, Philipp",,,0000-0002-1791-0268,
"Tolksdorf, Julia",,,,
"Tolle, Karsten",,,,
"Tomasek, Stefan",,,,
"Tonne, Danah",,,0000-0001-6296-7282,
"Tonne, Danah",,,0000-0001-6296-7282,
"Tonne, Danah",,,,
"Tonne, Danah",,,,
"Tonne, Danah",,,,
"Tonne, Danah",,,,
"Tonne, Danah",,,,
"Töpfer, Marlene",,,,
"Topp, Sebastian",,,,
"Torsten, Roeder",,,0000-0001-7043-7820,
"Toscano, Roberta",,,,
"Toschka, Patrick",,,,
"Tóth-Czifra, Erzsébet",,,0000-0002-5350-067X,
"Toulouse, Catherine",,,,
"Towara, Nadine",,,,
"Towara, Nadine",,,,
"Towara, Nadine",,,,
"Trap-Jensen, Lars",,,,
"Tratter, Aaron Rudolf",,,,
"Trautmann, Marjam",,,,
"Trautmann, Marjam",,,,
"Trautmann, Tatjana",,,,
"Trevisan, Bianka",,,,
"Trilcke, Peer",,,0000-0002-1421-4320,
"Trilcke, Peer",,,0000-0002-1421-4320,
"Trilcke, Peer",,,0000-0002-1421-4320,
"Trilcke, Peer",,,0000-0002-1421-4320,
"Trilcke, Peer",,,0000-0002-1421-4320,
"Trilcke, Peer",,,0000-0002-1421-4320,
"Trilcke, Peer",,,0000-0002-1421-4320,
"Trilcke, Peer",,,0000-0002-1421-4320,
"Trilcke, Peer",,,0000-0002-1421-4320,
"Trilcke, Peer",,,,
"Trilcke, Peer",,,,
"Trilcke, Peer",,,,
"Trilcke, Peer",,,,
"Trilcke, Peer",,,,
"Trilcke, Peer",,,,
"Trilcke, Peer",,,,
"Trilcke, Peer",,,,
"Trilcke, Peer",,,,
"Trilcke, Peer",,,,
"Trippel, Thorsten",,,0000-0002-7211-7393,
"Trippel, Thorsten",,,,
"Trippel, Thorsten",,,,
"Troglauer, Patrick",,,0000-0002-7045-6877,
"Tropper, Eva",,,,
"Tscheu, Amelie",,,,
"Tschumpel, Gerold",,,,
"Tseng, Chiao-I",,,,
"Tseng, Chiao-I",,,,
"Tu, Ngoc Duyen Tanja",,,0000-0002-7586-0617,
"Tu, Ngoc Duyen Tanja",,,,
"Tu, Ngoc Duyen Tanja",,,,
"Tu, Ngoc Duyen Tanja",,,,
"Tu, Ngoc Duyen Tanja",,,,
"Tu, Ngoc Duyen Tanja",,,,
"Tu, Ngoc Duyen Tanja",,,,
"Tu, Ngoc Duyen Tanja",,,,
"Tumanov, Rostislav",,,,
"Tumfart, Barbara",,,,
"Türkoglu, Enes",,,,
"Türkoğlu, Enes",,,,
"Türkoğlu, Enes",,,,
"Türkoğlu, Enes",,,,
"Tuscher, Michaela",,,,
"Uhlmann, Gyburg",,,,
"Uhrig, Peter",,,,
"Ullrich, Anna Valentine",,,,
"Ullrich, Rebecca",,,,
"Ullrich, Sabine",,,,
"Ullrich, Sabine",,,,
"Ullrich, Sabine",,,,
"Ullrich, Sabine",,,,
"Ulrich, Mona",,,,
"Unold, Martin",,,,
"Untner, Laura",,,0000-0002-9649-0870,
"Urbaum, Dorothee",,,0009-0003-5711-6303,
"Uslu, Tolga",,,,
"Uslu, Tolga",,,,
"Utescher, Ronja",,,,
"Valleriani, Matteo",,,,
"van Beek, Thijs",,,,
"van Bree, Pim",,,,
"van Dyck-Hemming, Annette",,,,
"Vanscheidt, Philipp",,,,
"Varachkina, Hanna",,,0000-0002-5832-3983,
"Varachkina, Hanna",,,,
"Varachkina, Hanna",,,,
"Varadi, Tamas",,,,
"Vasold, Gunter",,,,
"Vasold, Gunter",,,,
"Vasold, Gunter",,,,
"Vasold, Gunter",,,,
"Vasold, Gunter",,,,
"Vasold, Gunter",,,,
"Vater, Christian",,,0000-0003-1367-8489,
"Vauth, Michael",,,0000-0002-3668-6273,
"Vauth, Michael",,,0000-0002-3668-6273,
"Vauth, Michael",,,0000-0002-3668-6273,
"Vauth, Michael",,,,
"Vauth, Michael",,,,
"Vauth, Michael",,,,
"Veentjer, Ubbo",,,0000-0002-9726-3135,
"Veentjer, Ubbo",,,,
"Veit, Joachim",,,,
"Velissaropoulos, Georgios",,,,
"Venglarova, Klara",,,0009-0007-6441-7795,
"Vera, Grund",,,,
"Verhoeven-van Elsbergen, Ursula",,,,
"Vertan, Cristina",,,,
"Vertan, Cristina",,,,
"Vertan, Cristina",,,,
"Vertan, Cristina",,,,
"Veseli, Blerta",,,,
"Vetter, Angila",,,0000-0001-7662-191X,
"Viehhauser, Gabriel",,,0000-0001-6372-0337,
"Viehhauser, Gabriel",,,0000-0001-6372-0337,
"Viehhauser, Gabriel",,,0000-0001-6372-0337,
"Viehhauser, Gabriel",,,,
"Viehhauser, Gabriel",,,,
"Viehhauser, Gabriel",,,,
"Viehhauser, Gabriel",,,,
"Viehhauser, Gabriel",,,,
"Viglianti, Raffaele",,,,
"Vignoli, Michela",,,0000-0002-9495-5697,
"Vitt, Thorsten",,,,
"Vitt, Thorsten",,,,
"Vitt, Thorsten",,,,
"Vitt, Thorsten",,,,
"Vock, Richard",,,,
"Vogel, Andreas",,,,
"Vogel, Andreas",,,,
"Vogel, Friedemann",,,,
"Vogel, Friedemann",,,,
"Vogeler, Georg",,,0000-0002-1726-1712,
"Vogeler, Georg",,,0000-0002-1726-1712,
"Vogeler, Georg",,,0000-0002-1726-1712,
"Vogeler, Georg",,,,
"Vogeler, Georg",,,,
"Vogeler, Georg",,,,
"Vogeler, Georg",,,,
"Vogeler, Georg",,,,
"Vogeler, Georg",,,,
"Vogeler, Georg",,,,
"Vogeler, Georg",,,,
"Vogeler, Georg",,,,
"Vogeltanz, Maximilian",,,,
"Voges, Ramon",,,,
"Vogt, Andreas",,,,
"Volk, Martin",,,,
"Volk, Martin",,,,
"Völker, Harald",,,,
"Volkmann, Armin",,,,
"Volkmann, Armin",,,,
"Vollmer, Ricarda",,,,
"Volodina, Anna",,,,
"von Berenberg-Gossler, Luise",,,,
"von dem Bussche, Ruth",,,0000-0002-3360-0104,
"von Ehrlich, Isabel",,,,
"von Hahn, Walther",,,,
"von Hindenburg, Barbara",,,,
"von Keitz, Janis",,,,
"von Lupin, Martin",,,,
"von Pippich, Waltraud",,,,
"von Vlahovits, Frederic",,,,
"von Wartburg, Karin",,,,
"von Zimmermann, Christian",,,,
"Voss, Fabian",,,,
"Voß, Franziska",,,,
"Vu, Binh",,,,
"Vukovic, Teodora",,,,
"Wachter, Christian",,,0000-0003-2937-0868,
"Wachter, Christian",,,0000-0003-2937-0868,
"Wachter, Christian",,,,
"Wagner-Nagy, Beata",,,,
"Wagner, Andreas",,,,
"Wagner, Andreas",,,,
"Wagner, Andreas",,,,
"Wagner, Andreas",,,,
"Wagner, Benno",,,,
"Wagner, Christian",,,,
"Wagner, Elisabeth",,,,
"Wagner, Elisabeth",,,,
"Wagner, Sarah",,,0000-0002-1352-129X,
"Wagner, Sarah",,,,
"Wagner, Sarah",,,,
"Wagner, Sarah",,,,
"Wagner, Sarah",,,,
"Wagner, Sarah",,,,
"Wagner, Sarah",,,,
"Wagner, Wiltrud",,,,
"Wagner, Wiltrud",,,,
"Wahl, Dominik",,,,
"Walkowski, Niels-Oliver",,,0000-0003-3043-3010,
"Walkowski, Niels-Oliver",,,,
"Walkowski, Niels-Oliver",,,,
"Walkowski, Niels-Oliver",,,,
"Walkowski, Niels-Oliver",,,,
"Walkowski, Niels-Oliver",,,,
"Walkowski, Nils-Oliver",,,,
"Wallner, Franziska",,,,
"Wallner, Franziska",,,,
"Wallner, Franziska",,,,
"Walsh, David",,,0000-0003-2972-8233,
"Walter, Scholger",,,,
"Waltl, Gilbert",,,,
"Waltl, Silvia",,,,
"Wandl-Vogt, Eveline",,,,
"Wandl-Vogt, Eveline",,,,
"Wandl-Vogt, Eveline",,,,
"Wandl-Vogt, Eveline",,,,
"Wandl-Vogt, Eveline",,,,
"Wannenwetsch, Oliver",,,,
"Wassermayr, Veronica",,,0009-0001-9638-2677,
"Wegener, Marius",,,0009-0007-6782-1865,
"Wehner, Maximilian",,,0000-0003-1817-6955,
"Wehner, Maximilian",,,0000-0003-1817-6955,
"Wehner, Maximilian",,,,
"Wehrheim, Lino",,,0000-0001-9269-8116,
"Wehrheim, Lino",,,,
"Wehrheim, Lino",,,,
"Weiberg, Birk",,,,
"Weichselbaumer, Nikolaus",,,,
"Weichselbaumer, Nikolaus",,,,
"Weichselbaumer, Nikolaus",,,,
"Weidemann, Max",,,,
"Weidling, Michelle",,,,
"Weigelt, Lucie",,,,
"Weigert, Kathrin",,,,
"Weigl, David M.",,,0000-0003-1502-1528,
"Weimer, Lukas",,,0000-0001-6919-3646,
"Weimer, Lukas",,,0000-0001-6919-3646,
"Weimer, Lukas",,,0000-0001-6919-3646,
"Weimer, Lukas",,,0000-0001-6919-3646,
"Weimer, Lukas",,,0000-0001-6919-3646,
"Weimer, Lukas",,,0000-0001-6919-3646,
"Weimer, Lukas",,,0000-0001-6919-3646,
"Weimer, Lukas",,,,
"Weimer, Lukas",,,,
"Weimer, Lukas",,,,
"Weimer, Lukas",,,,
"Weimer, Lukas",,,,
"Weimer, Lukas",,,,
"Weimer, Lukas",,,,
"Weis, Joëlle",,,0000-0002-0080-4362,
"Weis, Joëlle",,,0000-0002-0080-4362,
"Weis, Joëlle",,,0000-0002-0080-4362,
"Weiß, Andreas",,,,
"Weiss, Romedius",,,,
"Weitin, Thomas",,,0000-0002-9003-5746,
"Werneke, Thomas",,,,
"Werner, Stephanie",,,0000-0002-7588-4395,
"Wernhard, Christoph",,,,
"Werthmann, Antonina",,,,
"Werwick, Heiko",,,,
"Wesche, Jörg",,,,
"Wessels, Bridgette",,,,
"Wettlaufer, Jörg",,,0000-0003-1957-8059,
"Wettlaufer, Jörg",,,0000-0003-1957-8059,
"Wettlaufer, Jörg",,,0000-0003-1957-8059,
"Wettlaufer, Jörg",,,,
"Wettlaufer, Jörg",,,,
"Wettlaufer, Jörg",,,,
"Wettlaufer, Jörg",,,,
"Wettlaufer, Jörg",,,,
"Wettlaufer, Jörg",,,,
"Weyand, Sandra",,,,
"Wichers Schreur, Jesse",,,,
"Wick, Christoph",,,,
"Wick, Christoph",,,,
"Wick, Christoph",,,,
"Widmer, Jonas",,,,
"Wiedemann, Gregor",,,,
"Wiedemann, Gregor",,,,
"Wiedmer, Nathalie",,,,
"Wiegand, Martin",,,0000-0003-2151-5823,
"Wiehe, Thomas",,,,
"Wieloch, Jasmin",,,,
"Wieneke, Lars",,,0000-0001-6248-8644,
"Wieneke, Lars",,,,
"Wieners, Jan",,,,
"Wieners, Jan G.",,,,
"Wieners, Jan Gerrit",,,,
"Wieners, Jan Gerrit",,,,
"Wiermann, Barbara",,,,
"Wierzoch, Jan",,,,
"Wierzoch, Jan",,,,
"Wierzock, Alexander",,,,
"Wigg-Wolf, David",,,,
"Wildgans, Julia",,,,
"Wildgans, Julia",,,,
"Wilk, Nicole M.",,,,
"Will, Larissa",,,0009-0004-6220-8939,
"Willand, Marcus",,,,
"Willand, Marcus",,,,
"Willand, Marcus",,,,
"Willand, Marcus",,,,
"Willand, Marcus",,,,
"Willand, Marcus",,,,
"Willenborg, Josef",,,,
"Wilm, Rebecca",,,0000-0002-7273-7832,
"Windhager, Florian",,,0000-0002-5170-2243,
"Windhager, Florian",,,0000-0002-5170-2243,
"Windhager, Florian",,,0000-0002-5170-2243,
"Windhager, Florian",,,0000-0002-5170-2243,
"Windhager, Florian",,,0000-0002-5170-2243,
"Windhager, Florian",,,,
"Windhager, Florian",,,,
"Windhager, Florian",,,,
"Windhager, Florian",,,,
"Windhager, Florian",,,,
"Windl, Maximiliane",,,,
"Winkler, Susanne",,,,
"Winko, Simone",,,0000-0002-1006-7925,
"Winko, Simone",,,,
"Winko, Simone",,,,
"Wintergrün, Dirk",,,,
"Wintergrün, Dirk",,,,
"Wintergrün, Dirk",,,,
"Wintjes, Jorit",,,,
"Wirth, Christian",,,,
"Wirtz Eybl, Irmgard",,,,
"Wissenbach, Moritz",,,,
"Wissik, Tanja",,,,
"Wissik, Tanja",,,,
"Wissik, Tanja",,,,
"Wissik, Tanja",,,,
"Witt, Andreas",,,0000-0002-0299-5713,
"Witt, Andreas",,,0000-0002-0299-5713,
"Witt, Andreas",,,0000-0002-0299-5713,
"Witt, Andreas",,,,
"Witt, Andreas",,,,
"Witt, Andreas",,,,
"Witt, Andreas",,,,
"Witt, Andreas",,,,
"Witt, Andreas",,,,
"Wittenbecher, Maxim",,,,
"Wöckener-Gade, Eva",,,,
"Wöckener-Gade, Eva",,,,
"Wöckener-Gade, Eva",,,,
"Wodausch, David",,,,
"Wolf, Beat",,,,
"Wolf, Jana",,,,
"Wolf, Katrin",,,,
"Wolfer, Sascha",,,,
"Wolff, Christian",,,0000-0001-7278-8595,
"Wolff, Christian",,,,
"Wolff, Christian",,,,
"Wolff, Christian",,,,
"Wolff, Christian",,,,
"Wolff, Christian",,,,
"Wolff, Christian",,,,
"Wolff, Christian",,,,
"Wolff, Christian",,,,
"Wolff, Christian",,,,
"Wollny, Peter",,,,
"Wörner, Kai",,,,
"Wörner, Kai",,,,
"Wottawa, Jane",,,,
"Wu, Yaru",,,,
"Wübbena, Thorsten",,,0000-0001-8172-6097,
"Wübbena, Thorsten",,,,
"Wübbena, Thorsten",,,,
"Wübbena, Thorsten",,,,
"Wübbena, Thorsten",,,,
"Wübbena, Thorsten",,,,
"Wübbena, Thorsten",,,,
"Wübbena, Thorsten",,,,
"Wübbena, Thorsten",,,,
"Wunsch, Kevin",,,0000-0003-1491-747X,
"Wünsch, Lukas",,,,
"Würzner, Kay-Michael",,,,
"Würzner, Kay-Michael",,,,
"Würzner, Kay-Michael",,,,
"Wüthrich, Adrian",,,,
"Wuttke, Ulrike",,,0000-0002-8217-4025,
"Wuttke, Ulrike",,,0000-0002-8217-4025,
"Wuttke, Ulrike",,,0000-0002-8217-4025,
"Wuttke, Ulrike",,,0000-0002-8217-4025,
"Wuttke, Ulrike",,,0000-0002-8217-4025,
"Wuttke, Ulrike",,,0000-0002-8217-4025,
"Wuttke, Ulrike",,,,
"Wuttke, Ulrike",,,,
"Wuttke, Ulrike",,,,
"Wuttke, Ulrike",,,,
"Wuttke, Ulrike",,,,
"Wuttke, Ulrike",,,,
"Wuttke, Ulrike",,,,
"Wyss, Eva L.",,,0000-0002-9270-2522,
"Yaddehige, Rameela",,,0009-0008-3216-5797,
"Yakupova, Vera",,,0009-0002-2752-4966,
"Yannik, Herbst",,,0000-0002-6547-9599,
"Yilmaz, Yasir",,,0000-0001-5387-3532,
"Yousef, Tariq",,,,
"Yu, Xiaozhou",,,,
"Yu, Xiaozhou",,,,
"Zaagsma, Gerben",,,,
"Zarei, Alireza",,,0000-0003-1110-4131,
"Zarriess, Sina",,,,
"Zarrieß, Sina",,,,
"Zaytseva, Ksenia",,,,
"Zeckey, Alexander",,,,
"Zedlitz, Jesper",,,0000-0003-2664-5010,
"Zehe, Albin",,,,
"Zehe, Albin",,,,
"Zehe, Albin",,,,
"Zeini, Arash",,,,
"Zellhoefer, David",,,,
"Zeppelzauer, Matthias",,,,
"Zeppezauer-Wachauer, Katharina",,,,
"Zeyen, Christian",,,,
"Zhekova, Desislava",,,,
"Zhekova, Desislava",,,,
"Zichert, Michael",,,,
"Ziehe, Stefan",,,,
"Ziehe, Stefan",,,,
"Ziehe, Stefan",,,,
"Zielke, Dennis",,,,
"Zielke, Dennis",,,,
"Zihlmann, Patricia",,,,
"Zimmer, Sebastian",,,,
"Zimmer, Sebastian",,,,
"Zimmer, Sebastian",,,,
"Zimmermann, Heiko",,,,
"Zimmermann, Ronny",,,,
"Zinck, Josefine",,,0000-0002-7511-098X,
"Zinnen, Mathias",,,,
"Zinsmeister, Heike",,,,
"Zinsmeister, Heike",,,,
"Zinsmeister, Heike",,,,
"Zirker, Angelika",,,0000-0001-6819-3871,
"Zirker, Angelika",,,,
"Zirker, Angelika",,,,
"Zirker, Angelika",,,,
"Zirker, Angelika",,,,
"Zittel, Claus",,,,
"Zumsteg, Simon",,,,
"zur Nieden, Gesa",,,,
"Zweig, Katharina Anna",,,,
