Person ID	First Name	Last Name	Sex	Year	Institution
worm_andrea	Andrea	Worm		2023	uni-tuebingen
bleier_roman	Roman	Bleier		2023	uni-graz
wust_markus	Markus	Wust		2023	uni-tuebingen
patzold_steffen	Steffen	Patzold		2023	uni-tuebingen
zirker_angelika	Angelika	Zirker		2023	uni-tuebingen
zirker_angelika	Angelika	Zirker		2019	uni-tuebingen
schwabe_fabian	Fabian	Schwabe		2023	uni-tuebingen
weimann_hanna	Hanna	Weimann		2024	uni-stuttgart
desmet_gabrielle	Gabrielle	Desmet		2025	uni-lille
ondraszek_sarah-rebecca	Sarah Rebecca	Ondraszek		2025	fiz-karlsruhe
untner_laura	Laura	Untner		2024	uni-fu-berlin
rehse_birgit	Birgit	Rehse		2024	uni-fu-berlin archive-fu-berlin
hercher_johannes	Johannes	Hercher		2024	uni-fu-berlin library-uni-fu-berlin
falk_michael	Michael	Falk		2024	uni-melbourne
harris_ashleigh	Ashleigh	Harris		2024	uni-uppsala
schwindt_mark	Mark	Schwindt		2024	uni-fu-berlin
schulz_konstantin	Konstantin	Schulz		2024	uni-hu-berlin
beyer_andrea	Andrea	Beyer		2024	uni-hu-berlin
wolle_nikolai	Nikolai	Wolle		2023	uni-regensburg
hiergeist_annalena	Annalena	Hiergeist		2023	uni-regensburg
gruenler_johanna	Johanna	Grünler		2023	uni-regensburg
murath_antonia	Antonia	Murath		2023	uni-fu-berlin
panuskova_charlotte	Charlotte	Panušková		2024	uni-karlova
hilger_agnes	Agnes	Hilger		2023	uni-wuerzburg
chemello_marco	Marco	Chemello		2022	uni-padova
mazzini_federico	Federico	Mazzini		2022	uni-padova
novello_elisabetta	Elisabetta	Novello		2021	uni-padova
zilio_daniel	Daniel	Zilio		2021	uni-padova
bernardi_teresa	Teresa	Bernardi		2021	uni-padova
elice_martina	Martina	Elice		2021	uni-padova
elice_martina	Martina	Elice		2022	uni-padova
orlandi_marco	Marco	Orlandi		2021	uni-padova
orlandi_marco	Marco	Orlandi		2022	uni-padova
xie_shi	Shi	Xie		2021	uni-sun-yat-sen
ferrarese_francesco	Francesco	Ferrarese		2021	uni-padova
di-donato_francesca	Francesca	Di Donato		2014	self-employment
d-altan_paolo	Paolo	D’Altan		2014	self-employment
d-angelo_fabrizio	Fabrizio	D’Angelo		2014	uni-roma-tre
rossi_paolo	Paolo	Rossi		2014	uni-pisa
rosselli-del-turco_roberto	Roberto	Rosselli del Turco		2014	uni-pisa
paterno_fabio	Fabio	Paternò		2014	cnr
